Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.ips-pilgrimage.json	20646	-	0	0	0	0	0	0	7	446	0	0	0	0	0	0	0	1	0	0	128	254	0	0	1	0	5	0	1
fsh-generated/resources/AllergyIntolerance-72884cad-ebe6-4f43-a51a-2f978275f131.json	1185	8	1	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	13	27	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-MyIPS.json	35918	25	0	0	0	0	67	0	1	431	0	0	0	0	0	0	0	1	0	0	79	160	0	0	0	1	0	0	0
fsh-generated/resources/CodeSystem-BrowserCs.json	689	5	0	0	0	0	0	0	1	45	0	0	1	0	0	0	0	0	0	0	12	11377	0	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-DistributionModelCs.json	536	5	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	14	195	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IPS.HAJJ.ACTOR.json	852	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	172	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IPS.HAJJ.CONSENT.json	1738	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	14	169	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IPS.HAJJ.TRANSACTION.json	1242	5	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	187	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-LanguageCs.json	729	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	148	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LicensingModelCs.json	460	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	149	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-OperatingSystemCs.json	622	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	147	0	0	0	0	1	0	0
